cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;;b;;t;;;;;p;;;;;;;;e
;;;;;;;b;;t;;;;p;;;;;;;;;e
;;e;;;;;b;;t;;;;;;;;;;;;;e
;;;f;n;;;;;;;;;;;;;;;;;g;e
;;;f;;;;;;t;;;;;;;;;;;;g;e
;f;;;n;;;;;;;;;;;;;;;;;g;e
;y;;;;;;;;t;b;;;;;;;;;;;;e
;;g;;;;;;;t;;;;;;;;;;;;d;e
;f;;;n;;w;;;;;;;;;;;;;;;;e
;f;;;n;;;;;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;p;;;;;;;;e
;;;;;;;;;t;b;;;p;;;;;;;;;e
x;y;;t;;;;b;;;;;;;;;;;;;;;e
x;;;;;;;b;;e;;s;;;;;;;;;;;e
x;;;;;;;b;;e;;;;;;;;;p;;;;e
x;y;;;;;;b;;;;s;;;;;;;;;;;e
x;y;;;;;;b;;;;;s;;;;;;;;;;e
x;y;;;;;;b;;;;;;;;;;;p;;;;e
;;;t;;;;b;;e;;;;;;;;o;;;;;e
;y;;t;;;;b;;;;;;;;;;o;;;;;e
;;;t;n;;;;;;;;;;;;;o;;;v;;e
;;;;n;;c;;;;;s;;;;;;o;;;;;e
;;;;n;;c;;;;;;s;;;;;o;;;;;e
;;;;n;;c;;;;;;;;w;;;o;;;;;e
;;;;n;;c;;;;;;;;;;;o;p;;;;e
;;;;;;;b;;e;;s;;;;;;o;;;;;e
;;;;;;;b;;e;;;s;;;;;o;;;;;e
;;;;;;;b;;e;;;;w;;;;o;;;;;e
;;;;;;;b;;e;;;;;w;;;o;;;;;e
;;;;;;;b;;e;;;;;;;;o;p;;;;e
;y;;;;;;b;;;;s;;;;;;o;;;;;e
;;;;n;;;;;;;s;;;;;;o;;;v;;e
;y;;;;;;;;;b;s;;;;;;;;;;d;e
f;;;;;;;;;;b;s;;;;;;;;;;d;e
;y;;;;;;b;;;;;s;;;;;o;;;;;e
;;;;n;;;;;;;;s;;;;;o;;;v;;e
;y;;;;;;;;;b;;s;;;;;;;;;d;e
f;;;;;;;;;;b;;s;;;;;;;;;d;e
;y;;;;;;b;;;;;;w;;;;o;;;;;e
;;;f;n;;w;;;;;;;w;;;;;;;;;e
;y;;;;;;b;;;;;;;w;;;o;;;;;e
;;;f;n;;w;;;;;;;;;;w;;;;;;e
;y;;;;;;b;;;;;;;;;;o;p;;;;e
;;;;n;;;;;;;;;;;;;o;p;;v;;e
;;;;n;;;;;;b;;;;;;;o;;;v;;e
;s;;f;;f;c;;;;;;;;;;;o;;;;;p
;s;;;;f;c;;;;;;;;;;;o;;;v;;p
;s;;;;;c;;;;;;;w;;;;o;;;v;;p
;s;;;;;c;;;;;;;;w;;;o;;;v;;p
;s;;f;;;c;;;;;;;;;;w;o;;;;;p
;s;;;;;c;;;;;;;;;;w;o;;;v;;p
;;;f;;f;c;b;;;;;;;;;;o;;;;;p
;;;f;;f;;b;;e;;;;;;;;o;;;;;p
;;;;;f;;b;;e;;;;;;;;o;;;v;;p
;;;f;;;c;b;;;;;;;;;w;o;;;;;p
;;;;f;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;l;;;;p
;;;;y;;;;;;;;;;;;;;;;;;p
;;;;;;;;b;;;;;;;;;;;;;;p
;;;;s;;;;;;;;;;;;;;;;;;p
;;;;;;c;;;;;k;;;;;;;;;;;p
;;;;;;c;;;;;;k;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;;p;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;;;;f;c;;;;;;;;;;;;;;;l;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;;;;;;;w;;;;;l;p
;;;;;;c;;;;;;;;;;;o;e;;;;p
;;;;;;c;;;;;;;;;;;o;;w;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
;;;f;;;;b;;e;;;;;;;w;o;;;;;p
;;;;;;;b;;e;;;;;;;w;o;;;v;;p
;s;;f;;f;;;;;;;;;;;;;;;v;;p
;s;;f;;;;;;;;;;;;;w;;;;v;;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
k;;;;;f;c;;;;;;;;;;;o;;;;;p
k;;;;;f;c;;;;;;;;;;;;;;v;;p
;;;f;;f;;b;;;;;;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
;;;;;;c;;;e;b;;;;;;;o;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
;;;f;;;c;;;;;;s;;;;;;;w;;;p
;;;f;;;c;;;;;;;w;;;;;;w;;;p
;;;f;;;c;;;;;;;;w;;;;;w;;;p
k;;;;;;c;;;;;;;;;;w;o;;;;;p
k;;;;;;c;;;;;;;;;;w;;;;v;;p
;;;f;;;c;;;;b;;;;;;;o;;;;;p
;;g;f;;;c;b;;;;;;;;;;;;;;;p
;f;;f;;;c;b;;;;;;;;;;;;;;;p
;;;f;;;c;;;;b;;;;;;;;;;v;;p
;;;f;;;c;;;;;;;;;;;;;w;v;;p
;f;;f;;;c;;;;b;;;;;;;;;;;;p
k;;;;;;c;;;;;;;;;;;;;w;v;;p
;;g;;;;;b;;e;;;;;;;;o;;;;;p
;f;;;;;;b;;e;;;;;;;;o;;;;;p
;;;;;;;b;;e;b;;;;;;;o;;;;;p
;;g;;;;;;;e;b;;;;;;;o;;;;;p
;;;;;;;;;e;b;;;;;;;o;;;y;;p
;;;;;;;;;e;b;;;;;;;o;;;;d;p
;f;;;;;;b;;e;b;;;;;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;e;w;;;p
;;;f;;;;;;;;;;;w;;;;;w;v;;p
;;;f;;;;b;;;;;;;;;w;;;;v;;p
;y;;f;;;;b;;;;;;;;;;o;;;;;p
;;;f;;;;b;;;;;;;;;;o;;;y;;p
;;;f;;;;b;;;b;;;;;;;o;;;;;p
;;;f;;;;;;;b;;;;;;;o;;;y;;p
;;;f;;;;;;;b;;;;;;;o;;;;d;p
;;;f;;;;b;;;b;;;;;;;;;;v;;p
;f;;f;;;;b;;;b;;;;;;;;;;;;p
