cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;;;;;c;;;;;;;;p;;;;e
;;;;;;;;;;;;;;;;;;p;;y;;e
;;;;;;;;;;;;;;p;;;;p;;;;e
;;;;;;;;;;;;;p;;;;;p;;;;e
;;e;;;;;;;;;;;;;;;;p;;;;e
;;;;;;;b;;;;;;;;;;;;k;;;e
;;;;n;;;;;;;;;;;;;;;k;;;e
;;;;;;;;;t;;;;;;;;;;k;;;e
;;;;;;;;;;;;;;;;;;e;k;;;e
;;;;;;;;;;;;;;;;;;;k;y;;e
;;;;n;;;;;;;;;;;;;;;;s;;e
;;;;;;;;;;;;;;;;;;e;;s;;e
;;;;;;;b;;;;;;;;;;;;n;;;e
;;;;;;;b;n;;;;;;;;;;;;;;e
;;;;;;w;b;;;;;;;;;;;;;;;e
;;;;;;;b;;;;;;;;;;;e;;;;e
;;;;;;;b;u;;;;;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;n;;;e
;;;;;;;;;t;;;;;;;;;;n;;;e
;;;;;;;;;;;;;;;;;;e;n;;;e
;;;;;;;;;;;;;;;;;;;n;y;;e
;;;;;;w;;;;;;;;;;;;;;;g;e
;;;;;;;;;;;;;;;;;;e;;;g;e
;;;;n;;;;n;;;;;;;;;;;;;;e
;;;;;;;;n;t;;;;;;;;;;;;;e
;;g;;n;;;;;;;;;;;;;;;;;;e
;;;f;;;;;;;;;f;;;;;;;;;;e
;;;f;;;;;;;;f;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;t;;;;;e
;;;;n;;;;;t;;;;;;;;;;;;;e
;;;;n;;;;p;;;;;;;;;;;;;;e
;;;;n;;;;;;;;f;;;;;;;;;;e
;;;;n;;;;;;;;;;;;;;;;y;;e
;;;;n;;;;;;;f;;;;;;;;;;;e
;;;;n;;;;;;;;;;p;;;;;;;;e
;;;;n;;;;;;;;;p;;;;;;;;;e
;;;;n;;;;u;;;;;;;;;;;;;;e
;;e;;n;;;;;;;;;;;;;;;;;;e
;;;;;;w;;;t;;;;;;;;;;;;;e
;;;;;;w;;;;;;f;;;;;;;;;;e
;;;;;;w;;;;;f;;;;;;;;;;;e
;f;;;;;;;;t;;;;;;;;;;;;;e
;;;;;;;;;t;;;;;;;;;;;y;;e
;;;;;;;;u;t;;;;;;;;;;;;;e
;;;;;;;;;;;;f;;;;;;e;;;;e
;;;;;;;;;;;f;;;;;;;e;;;;e
;;e;;;;;;;;b;;;;;;;;;;;;e
;;;;;;;;;;;;;;;;;t;;w;;;e
x;s;;;n;;;;;;;;;;;;;;;;;;e
x;;;t;n;;;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;s;;;;;;;;;;;e
x;;;;n;;;;;;;;s;;;;;;;;;;e
x;;;;n;;;;;;;;;;w;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;p;;;;e
x;;;;n;;;b;;;;;;;;;;;;;;;e
x;;;;n;;;;;;;;;;;;;;;;;g;e
x;;;;n;;w;;;;;;;;;;;;;;;;e
x;;;;n;;;;;;b;;;;;;;;;;;;e
x;;;;;;w;;;;;;;;;;;;e;;;;e
;s;n;;;;;b;;;;;;;;;;;;;;;e
;s;n;;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;o;;;;;e
;s;;f;;;;b;;;;;;;;;;;;;;;e
;s;;f;;;;;;;;;;;;;;;;;;g;e
;s;;f;n;;;;;;;;;;;;;;;;;;e
;s;;;n;;w;;;;;;;;;;;;;;;;e
;s;;;n;;;;;;;;;;;;;;e;;;;e
;s;;;;;w;;;;;;;;;;;;e;;;;e
;;n;t;;;;b;;;;;;;;;;;;;;;e
;;n;t;n;;;;;;;;;;;;;;;;;;e
;;n;t;;;;;;t;;;;;;;;;;;;;e
;;n;;;;;b;;;;s;;;;;;;;;;;e
;;n;;n;;;;;;;s;;;;;;;;;;;e
;f;n;;;;;;;;;s;;;;;;;;;;;e
;;n;;;;;b;;;;;s;;;;;;;;;;e
;;n;;n;;;;;;;;s;;;;;;;;;;e
;f;n;;;;;;;;;;s;;;;;;;;;;e
;;n;;;;;b;;;;;;w;;;;;;;;;e
;;n;;;;;b;;;;;;;w;;;;;;;;e
;;n;;n;;;;;;;;;;w;;;;;;;;e
;;n;;;;;b;;;;;;;;;;o;;;;;e
;;n;;;;;b;;;;;;;;;;;p;;;;e
;;n;;n;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;t;;;;;;;;;p;;;;e
;f;n;;;;;;;;;;;;;;;;p;;;;e
;;n;;;;;;;;;;;;;;;;p;;;d;e
;;n;;;;;b;;;;;;;;;;;;;;g;e
;;n;;n;;;b;;;;;;;;;;;;;;;e
;;n;;;;;b;;t;;;;;;;;;;;;;e
;;n;;;;;b;;;;;;;;;;;;;v;;e
;f;n;;;;;b;;;;;;;;;;;;;;;e
;;;t;;;;;;;b;;;;;;;;;k;;;e
;;;t;;;;;;;b;;;;;;;;;n;;;e
;;;t;;;;;n;;b;;;;;;;;;;;;e
;y;;t;;;;;;t;;;;;;;;;;;;;e
;;;;;;;b;;e;;;;;;;;;;;s;;e
;;;f;;;;b;;;;s;;;;;;;;;;;e
;f;;;;;;b;;;;s;;;;;;;;;;;e
;;;;;;;b;;;;s;;;;;;;;;;d;e
;;;;;;;b;;;;s;;;p;;;;;;;;e
;;;;;;;b;;;;s;;p;;;;;;;;;e
;;e;;;;;b;;;;s;;;;;;;;;;;e
;;;;;;;b;;;;s;;;;;;;;w;;;e
;;;f;;;;;;;;s;;;;;;;;;;g;e
;;;f;n;;;;;;;s;;;;;;;;;;;e
;;;;n;;;;;;;s;;;;;;;e;;;;e
;f;;;n;;;;;;;s;;;;;;;;;;;e
;;;;n;;;;;;;s;;;;;;;;;;d;e
;;;;;;w;;;;;s;;;;;;;e;;;;e
;;;;;;;;w;;;s;;;;;;;;;;d;e
f;f;;;;;;;;;;s;;;;;;;;;;;e
;;;;;;;;;;b;s;;;p;;;;;;;;e
;;;;;;;;;;b;s;;p;;;;;;;;;e
;;;f;;;;b;;;;;s;;;;;;;;;;e
;f;;;;;;b;;;;;s;;;;;;;;;;e
;;;;;;;b;;;;;s;;;;;;;;;d;e
;;;;;;;b;;;;;s;;p;;;;;;;;e
;;;;;;;b;;;;;s;p;;;;;;;;;e
;;e;;;;;b;;;;;s;;;;;;;;;;e
;;;;;;;b;;;;;s;;;;;;;w;;;e
;;;f;;;;;;;;;s;;;;;;;;;g;e
;;;f;n;;;;;;;;s;;;;;;;;;;e
;;;;n;;;;;;;;s;;;;;;e;;;;e
;f;;;n;;;;;;;;s;;;;;;;;;;e
;;;;n;;;;;;;;s;;;;;;;;;d;e
;;;;;;w;;;;;;s;;;;;;e;;;;e
;;;;;;;;w;;;;s;;;;;;;;;d;e
f;f;;;;;;;;;;;s;;;;;;;;;;e
;;;;;;;;;;b;;s;;p;;;;;;;;e
;;;;;;;;;;b;;s;p;;;;;;;;;e
;;y;;;;;b;;;;;;w;;;;;;;;;e
;;;f;;;;b;;;;;;w;;;;;;;;;e
;f;;;;;;b;;;;;;w;;;;;;;;;e
;;;;;;;b;;;;;;w;;;;;;;;d;e
;;;;;;;b;;;;;;w;;;;;;w;;;e
;;;f;;;;;;;;;;w;;;;;;;;g;e
;f;;;;;;;;;;;;w;;;;;;;;g;e
;;;;;;w;;;;;;;w;;;;;e;;;;e
;;;f;;;;b;;;;;;;w;;;;;;;;e
;f;;;;;;b;;;;;;;w;;;;;;;;e
;;;;;;;b;;;;;;;w;;;;;;;d;e
;;;;;;;b;;;;;;;w;;;;;w;;;e
;;;f;;;;;;;;;;;w;;;;;;;g;e
;f;;;;;;;;;;;;;w;;;;;;;g;e
;;;f;n;;;;;;;;;;w;;;;;;;;e
;;;;n;;;;;;;;;;w;;;;e;;;;e
;f;;;n;;;;;;;;;;w;;;;;;;;e
;;;;n;;;;;;;;;;w;;;;;;;d;e
;;;;;;w;;;;;;;;w;;;;e;;;;e
;f;;;;;;;;;;;;;w;;;;e;;;;e
f;f;;;;;;;;;;;;;w;;;;;;;;e
;;;;;;w;;;;;;;;;;w;;e;;;;e
b;;;;;;;b;;;;;;;;;;o;;;;;e
;;;;n;;;b;;;;;;;;;;o;;;;;e
;;e;;;;;b;;;;;;;;;;o;;;;;e
;;;;n;;;;;;;;;;;;;o;;;;g;e
;;;f;;;;b;;;;;;;;;;;p;;;;e
;f;;;;;;b;;;;;;;;;;;p;;;;e
;;;;;;;b;;;;;;;;;;;p;;;d;e
;;;;;;;b;;;;;;;;;;;p;w;;;e
;y;;;;;;;;t;;;;;;;;;p;;;;e
;y;;;;;;;;;;;;;;;;;p;;;d;e
;;;f;n;;;;;;;;;;;;;;p;;;;e
;;;f;;;;;;;;;;;;;;;p;w;;;e
;f;;;n;;;;;;;;;;;;;;p;;;;e
;;;;n;;;;;;;;;;;;;;p;;;d;e
;;;;;;;;;t;;;;;;;;;p;;;d;e
;;;;;;;;w;;;;;;;;;;p;;;d;e
f;f;;;;;;;;;;;;;;;;;p;;;;e
f;;;;;;;;;;;;;;;;;;p;;;d;e
;;;f;;;;;;;;;;;;;;;;k;;g;e
;y;;;;;;;;;b;;;;;;;;;k;;;e
;y;;;;;;;;;;;;;;;;;;k;;d;e
f;f;;;;;;;;;;;;;;;;;;k;;;e
f;;;;;;;;;;b;;;;;;;;;k;;;e
f;;;;;;;;;;;;;;;;;;;k;;d;e
;;;f;;;;b;;;;;;;;;;;;;s;;e
;;;f;;;;;;;;;;;;;;;;;s;g;e
;;;f;;;;;;t;;;;;;;;;;;s;;e
;;w;f;;;;b;;;;;;;;;;;;;;;e
;y;;;;;;b;;t;;;;;;;;;;;;;e
;;;f;n;;;b;;;;;;;;;;;;;;;e
;;;f;;;;b;;t;;;;;;;;;;;;;e
;f;;;n;;;b;;;;;;;;;;;;;;;e
;;;;n;;;b;;;;;;;;;;;;;;d;e
;;;;n;;;b;;;;;;;;;;;;w;;;e
;;;;;;;b;;t;;;;;;;;;;;;d;e
;;;;;;;b;;t;;;;;p;;;;;;;;e
;;;;;;;b;;t;;;;p;;;;;;;;;e
;;e;;;;;b;;t;;;;;;;;;;;;;e
;;;f;;;;;;;;;;;;;;;;n;;g;e
;y;;;;;;;;;b;;;;;;;;;n;;;e
;y;;;;;;;;;;;;;;;;;;n;;d;e
f;f;;;;;;;;;;;;;;;;;;n;;;e
f;;;;;;;;;;b;;;;;;;;;n;;;e
f;;;;;;;;;;;;;;;;;;;n;;d;e
;;w;f;;;;;;;;;;;;;;;;;;g;e
;;;f;n;;;;;;;;;;;;;;;;;g;e
;;;f;;;;;;t;;;;;;;;;;;;g;e
;f;;;n;;;;;;;;;;;;;;;;;g;e
;;w;f;n;;;;;;;;;;;;;;;;;;e
;y;;;;;;;;t;b;;;;;;;;;;;;e
;;g;;;;;;;t;;;;;;;;;;;;d;e
;f;;;n;;w;;;;;;;;;;;;;;;;e
;f;;;n;;;;;;b;;;;;;;;;;;;e
;;;;n;;;;;;b;;;;;;;;;;;d;e
;f;;;;;w;;;;;;;;;;;;e;;;;e
;;;;;;;;p;t;;;;;;;;;;;;d;e
;;;;;;;;w;t;;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;;;;;;;;d;e
;;;;;;;;;t;b;;;;p;;;;;;;;e
;;;;;;;;;t;b;;;p;;;;;;;;;e
;;;;;;;;w;;b;;;;;;;;;;;d;e
x;;;t;;;;b;;e;;;;;;;;;;;;;e
x;y;;t;;;;b;;;;;;;;;;;;;;;e
x;y;;t;;;;;;;b;;;;;;;;;;;;e
x;;;;;;;b;;e;;s;;;;;;;;;;;e
x;;;;;;;b;;e;;;s;;;;;;;;;;e
x;;;;;;;b;;e;;;;w;;;;;;;;;e
x;;;;;;;b;;e;;;;;w;;;;;;;;e
x;;;;;;;b;;e;;;;;;;;;p;;;;e
x;y;;;;;;b;;;;s;;;;;;;;;;;e
x;y;;;;;;;;;b;s;;;;;;;;;;;e
x;y;;;;;;b;;;;;s;;;;;;;;;;e
x;y;;;;;;;;;b;;s;;;;;;;;;;e
x;y;;;;;;b;;;;;;w;;;;;;;;;e
x;y;;;;;;b;;;;;;;w;;;;;;;;e
x;y;;;;;;b;;;;;;;;;;;p;;;;e
x;y;;;;;;;;;b;;;;;;;;p;;;;e
;s;;;;;;b;;e;;;;;;;;o;;;;;e
;;;t;;;;b;;e;;;;;;;;o;;;;;e
;y;;t;;;;b;;;;;;;;;;o;;;;;e
;;;t;n;;;;;;;;;;;;;o;;;v;;e
b;;;;;;c;;;;;s;;;;;;o;;;;;e
;;;;n;;c;;;;;s;;;;;;o;;;;;e
b;;;;;;c;;;;;;s;;;;;o;;;;;e
;;;;n;;c;;;;;;s;;;;;o;;;;;e
;;;;n;;c;;;;;;;;w;;;o;;;;;e
b;;;;;;c;;;;;;;;;;;o;p;;;;e
;;;;n;;c;;;;;;;;;;;o;p;;;;e
;;;;;;;b;;e;;s;;;;;;o;;;;;e
;;;;;;;b;;e;;;s;;;;;o;;;;;e
;;;;;;;b;;e;;;;w;;;;o;;;;;e
;;;;;;;b;;e;;;;;w;;;o;;;;;e
;;;;;;;b;;e;;;;;;;;o;p;;;;e
;y;;;;;;b;;;;s;;;;;;o;;;;;e
;;;;n;;;;;;;s;;;;;;o;;;v;;e
;y;;;;;;;;;b;s;;;;;;;;;;d;e
f;;;;;;;;;;b;s;;;;;;;;;;d;e
;y;;;;;;b;;;;;s;;;;;o;;;;;e
;;;;n;;;;;;;;s;;;;;o;;;v;;e
;y;;;;;;;;;b;;s;;;;;;;;;d;e
f;;;;;;;;;;b;;s;;;;;;;;;d;e
;y;;;;;;b;;;;;;w;;;;o;;;;;e
;;;f;n;;w;;;;;;;w;;;;;;;;;e
f;;;f;;;w;;;;;;;w;;;;;;;;;e
;;;f;;;w;;;;;;;w;;;;;;w;;;e
f;;;;;;;;;;b;;;w;;;;;;;;d;e
;y;;;;;;b;;;;;;;w;;;o;;;;;e
;;;;n;;;;;;;;;;w;;;o;;;v;;e
f;;;f;;;w;;;;;;;;w;;;;;;;;e
f;;;;;;;;;;b;;;;w;;;;;;;d;e
;y;;;;;;;;;b;s;;;;;;o;;;v;;e
;;;f;n;;w;;;;;;;;;;w;;;;;;e
f;;;f;;;w;;;;;;;;;;w;;;;;;e
;;;f;;;w;;;;;;;;;;w;;;w;;;e
;y;;;;;;b;;;;;;;;;;o;p;;;;e
;;;;n;;;;;;;;;;;;;o;p;;v;;e
;y;;;;;;b;w;;;;;;;;;o;;;;;e
;;;;;;;b;w;;;;;;;;;o;;;;d;e
;;;;n;;;;;;b;;;;;;;o;;;v;;e
;y;;;;;;;;;b;;s;;;;;o;;;v;;e
;s;n;;;f;c;;;;;;;;;;;o;;;;;p
;s;n;;;f;;;;;;;;;;;;o;;;v;;p
;s;n;;;;c;;;;;;;;;;w;o;;;;;p
;s;n;;;;;;;;;;;;;;w;o;;;v;;p
;s;;f;;f;c;;;;;s;;;;;;;;;;;p
;s;;f;;f;c;;;;;;s;;;;;;;;;;p
;s;;f;;f;c;;;;;;;;;;;o;;;;;p
;s;;;;f;c;;;;;;;;;;;o;;;v;;p
f;s;;;;f;c;;;;;;;;;;;o;;;;;p
;s;;f;;;c;;;;;s;;;;;w;;;;;;p
;s;;f;;;c;;;;;;s;;;;w;;;;;;p
;s;;;;;c;;;;;;;w;;;;o;;;v;;p
f;s;;;;;c;;;;;;;w;;;;o;;;;;p
;s;;;;;c;;;;;;;;w;;;o;;;v;;p
f;s;;;;;c;;;;;;;;w;;;o;;;;;p
;s;;f;;;c;;;;;;;;;;w;o;;;;;p
;s;;;;;c;;;;;;;;;;w;o;;;v;;p
f;s;;;;;c;;;;;;;;;;w;o;;;;;p
;y;n;f;;;c;;;;;;;;;;;o;;;;;p
;y;n;f;;;c;;;;;;;;;;;;;;v;;p
;;;f;;f;c;b;;;;;;;;;;o;;;;;p
;;;f;;f;;b;;e;;;;;;;;o;;;;;p
;;;;;f;;b;;e;;;;;;;;o;;;v;;p
;;;f;;;c;b;;;;;;;;;w;o;;;;;p
;;;;f;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;b;;;;;;;;p
;;;;;;;;;;;;;;;;;;l;;;;p
;;;;;;;;;;;;;b;;;;;;;;;p
;;;;y;;;;;;;;;;;;;;;;;;p
;;;;;;;;b;;;;;;;;;;;;;;p
;;;;s;;;;;;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;p;;;;;;;;p
;s;;;;;;;;;;;;p;;;;;;;;;p
;;n;;;;;;;;;k;;;;;;;;;;;p
;;n;;;;;;;;;;k;;;;;;;;;;p
;;;;;;c;;;;;k;;;;;;;;;;;p
;;;;;;c;;;;;;k;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;;p;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;;;;;;;;e;;;;;p;;;;;;;;p
;;;;;;;;;e;;;;p;;;;;;;;;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;;;;;;;;;;;;n;;;;o;;;;;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;;;;;;;;;;;;;;;;;;v;g;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;g;;;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;;;;;;;;;;;;;p;;;;;;;p;p
;;;;;;;;;;;;;p;;;;;;;;p;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;;;;;;;;;;;;;;;;;;h;;p;p
;;;;;;;;h;;;k;;;;;;;;;;;p
;;;;;;;;h;;;;k;;;;;;;;;;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;h;;;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;h;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;e;;;;;;;;;k;;;;;;;;;;;p
;;e;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;k;;n;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;;;;;;;;;;k;;;n;;;;;;;;p
;;;;;;;;;;;;k;n;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;;;;;;;;;;;;k;;n;;;;;;;;p
;;;;;;;;;;;;;n;;;;;;h;;;p
;;;;;;;;;;;;;;n;;;;;h;;;p
;s;n;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
;s;e;;;;;;;;;;;;;;;o;;;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;e;;;;;;;t;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;s;e;;;;;;;;;;;;;;;;;;v;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;n;;;;;n;;;;;;;;;;;;;;d;p
;;;;;f;c;;;;;;;;;;;;;;;l;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;;;;;;;w;;;;;l;p
;;;;;;c;;;;;;;;;;;o;e;;;;p
;;;;;;c;;;;;;;;n;;;o;;;;;p
;;;;;;c;;;;;;;;;;;o;;w;;;p
;;y;;;;c;;;;;;;;;;;;;;v;;p
;f;y;;;;c;;;;;;;;;;;;;;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;;;;g;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
;;y;;;;;;;e;;;;;;;;;;;v;;p
;f;y;;;;;;;e;;;;;;;;;;;;;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;;;;;;;b;h;e;;;;;;;;;;;;;p
;;;;;;;;p;e;b;;;;;;;;;;;;p
;f;;;;;;;;e;;;;;;;;;;;;d;p
;;;f;;;;;;;;;s;;;;;;;;;d;p
;;;;;;;;;;;;;w;;;;;;w;;d;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
;;;;;;;b;;;;;;;n;;;o;;;;;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;;b;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
;;y;;;;;b;;;;;;;;;;;;;v;;p
;f;y;;;;;b;;;;;;;;;;;;;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;y;y;;;;;;;;b;;;;;;;;;;;;p
;;y;;;;;;;;b;;;;;;;;;;y;;p
;y;g;f;;;;;;;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;;;f;;;;;p;;b;;;;;;;;;;;;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;f;;f;;;;;;;;;;;;;;;;;;d;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
;;e;;;;;;;;;;;;;;;;;w;;d;p
;;;f;;;;b;;e;;;;;;;w;o;;;;;p
;;;;;;;b;;e;;;;;;;w;o;;;v;;p
;y;;;;;;b;;e;;;;;;;;o;;;v;;p
;;;f;;;;b;p;e;;;;;;;;o;;;;;p
