cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;;;;;;;n;;;;;;;;;;;;;;p;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;;;;;;;;e;;;;;p;;;;;;;;p
;;;;;;;;;e;;;;p;;;;;;;;;p
;y;;;;;;;;;e;;;;;;;;;;;;p
;;;;;;;;;;;;s;;;;;;;h;;;p
;;;;;;;;;;;;;;w;;;;;;;l;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;;;;;;;;;;;;n;;;;o;;;;;p
;;;;;;;;;;;;f;;;;;;p;;;;p
;;;;;;;;;;;f;;;;;;;p;;;;p
;;;;;;;;;;;;;;;;;;p;h;;;p
;;b;;;;;;;;;;;;;;;;p;;;;p
;;;;;;;;;;;;;;;;;;;;s;u;p
;;;;;;;;;;b;;;;;;;;;;s;;p
;;;;;;;;;;;;;;;;;;;h;s;;p
;;;;;;;b;;;;;;;;;;;;;;u;p
;;w;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;;;t;;;;;;;;;;;;u;p
;;;;;;;;;;b;;;;;;;;;;;u;p
;;;;;;;;;;;;;;;;;;;h;;u;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;y;;;;;;h;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;p;;;;;;;;p
;;y;;;;;;;;;;;p;;;;;;;;;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;y;;;;;;;;;;;n;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;y;;;;;;;;;;;;n;;;;;;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;;;;;;;;;;;;;;;;;;v;g;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;;;;;;;;;;;;;p;;;;;;;g;p
;;;;;;;;;;;;;p;;;;;;;;g;p
;;;;;;;;;;;;;n;;;;;;;;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;;;;;;;;;;;;;;n;;;;;;;g;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;;g;;;;;;;;;;;n;;;;;;;;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;g;;;;;;;;;;;;n;;;;;;;;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;h;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;g;;;;;;;;;;;;;d;p
;;;;;;;;g;;;;;;;;;;;;;p;p
;;;;;;;;g;;;;;;p;;;;;;;;p
;;;;;;;;g;;;;;p;;;;;;;;;p
;;;;;;;;g;;;;;n;;;;;;;;;p
;;;;;;;;g;;;;;;;;;;;h;;;p
;;;;;;;;g;;;;;;n;;;;;;;;p
;;;;;;;;p;;;;;n;;;;;;;;;p
;;;;;;;;p;;;;;;n;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;;;;;;;;;;;;;n;;;;;;;v;;p
;f;;;;;;;;;;;;;;;;;;;;p;p
;f;;;;;;;;;;;;n;;;;;;;;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;b;;;;;;;;b;;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;;;;;;;h;;;;;;;;;;;;;p;p
;;;;;;;;;;;;;;p;;;;;;;p;p
;;;;;;;;;;;;;p;;;;;;;;p;p
;;e;;;;;;;;;;;;;;;;;;;p;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;;;;;;;;;;;;;;;;;;h;;p;p
;;;;;;;;;;;f;;;;;;;;h;;;p
;;;;;;;;h;;;;;;p;;;;;;;;p
;;;;;;;;h;;;;;p;;;;;;;;;p
;;;;;;;;h;;;k;;;;;;;;;;;p
;;;;;;;;h;;;;k;;;;;;;;;;p
;;;;;;;;h;;;;;n;;;;;;;;;p
;;;;;;;;h;;;;;;n;;;;;;;;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;;n;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;h;;;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;;;;p;;;;;;;l;p
k;;;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;h;;;p
;;;;;;;;;;;;;p;n;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;;;;;;;;;;;;p;;;;;;;;l;p
k;;;;;;;;;;;;;p;;;;;;;;;p
;;e;;;;;;;;;k;;;;;;;;;;;p
;;e;;;;;;;;;;k;;;;;;;;;;p
;;e;;;;;;;;;;;;;;;;;;;l;p
;;;;;;;;;;;k;;n;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;;;;;;;;;;k;;;n;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;l;p
;;;;;;;;;;;;k;n;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;;;;;;;;;;;;k;;n;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;l;p
;;;;;;;;;;;;;n;;;;;;h;;;p
;;;;;;;;;;;;;;n;;;;;h;;;p
;s;n;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;;;e;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;s;;;;;c;;p;;;;;;;;;;;;;;p
;s;;;;;c;;;;;;f;;;;;;;;;;p
;s;;;;;;n;;e;;;;;;;;;;;;;p
;s;;;;;;n;;;e;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;k;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
k;s;;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;;;e;e;;;;;;;;;;;;p
;s;;;;;;;;;e;;;;;;;;p;;;;p
;s;;;;;;;;;;;;w;;;;;;;;l;p
;s;;;;;;;;;;;;;;;w;;;;;l;p
;s;;;;;;;;;;;;;;;;o;;;;p;p
;s;e;;;;;;;;;;;;;;;o;;;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;e;;;;;;;t;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;s;;;;;;;;;;;;;;;;;e;;;l;p
;s;e;;;;;;;;;;;;;;;;;;v;;p
;s;;;;;;;;;b;;f;;;;;;;;;;p
;s;;;;;;;;;b;f;;;;;;;;;;;p
;s;e;;;;;;;;;;;;;;;;;;;d;p
;;n;t;;;;n;;;;;;;;;;;;;;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;n;;;;;n;;;;;;;;;;;;;;d;p
;;;t;;;c;n;;;;;;;;;;;;;;;p
;;;t;;;;n;;e;;;;;;;;;;;;;p
;;;t;;;;n;;;;;;;;;;;;k;;;p
;y;;t;;;;n;;;;;;;;;;;;;;;p
;;;t;;;;;;t;;;;;;;;;;;s;;p
;;;t;;;;;;t;;;;;;;;;;;;g;p
;;;;;f;c;;;;;;;;;;;;;;;l;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;e;;;;;;;;;;s;;p
;;;;;;c;;;;e;;;;;;;;;;;g;p
;;w;;;;c;;;;e;;;;;;;;;;;;p
;;;;;;c;;;;;;;w;;;;;;;;l;p
;;;;;;c;;;;;;;;;;w;;;;;l;p
;;;;;;c;;;;;;;;;;;o;e;;;;p
;;;;;;c;;;;;;;;n;;;o;;;;;p
;;;;;;c;;;;;;;;;;;o;;w;;;p
;;;;;;c;;;t;;;;;;;;;;;s;;p
;;y;;;;c;;;;;;;;;;;;;;v;;p
;f;y;;;;c;;;;;;;;;;;;;;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;y;;;;c;;;;;;;;;;;;;;;d;p
;;;;;;c;b;;;;;f;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;g;;;;c;;;;;;;;;;;;;;;g;p
;;;f;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;;;;g;p
;f;;;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;h;;;;;;;;;;;;;g;p
;;w;;;;c;;;;b;;;;;;;;;;;;p
;y;;;;;c;;;;;;;;;;;;;;;l;p
;;g;;;;c;;h;;;;;;;;;;;;;;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;f;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;;;;;;c;;;;;;;;n;;;;;;v;;p
;f;;;;;c;;h;;;;;;;;;;;;;;p
;f;;;;;c;;;;;;;;n;;;;;;;;p
;;;;;;c;;;;b;;f;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;w;;;;;n;;;e;;;;;;;;;;;;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
k;;;;;;;n;;;;;;;w;;;;;;;;p
;y;;;;;;n;;;;;;;;;;;p;;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
k;;;;;;;n;;;;;;;;;;;;;;d;p
;;;;;;;;;e;e;;;;;;;;;;s;;p
;;;;;;;;;e;e;;;;;;;;;;;g;p
;;w;;;;;;;e;e;;;;;;;;;;;;p
;;;;;;;;;e;;;s;;;;;;;;;d;p
;;y;;;;;;;e;;;;;;;;;;;v;;p
;f;y;;;;;;;e;;;;;;;;;;;;;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;;y;;;;;;;e;;;;;;;;;;;;d;p
;;;;;;;b;h;e;;;;;;;;;;;;;p
;;;;;;;;h;e;;;;;;;;;;;;g;p
;;g;;;;;;;e;;;;;;;;;;;;d;p
;;g;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;p;e;b;;;;;;;;;;;;p
;f;;;;;;;;e;;;;;;;;;;;;d;p
;f;;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;;;e;;;;;;;;p;;s;;p
;;;;;;;;;;e;;;;;;;;p;;;g;p
;;w;;;;;;;;e;;;;;;;;p;;;;p
;;;f;;;;;;;;s;;;;;;;;;;p;p
;;;;;;;;;;;s;;;;;;;;w;;d;p
;;;;;;;;;;;;s;;;;;o;;;;p;p
;;;f;;;;;;;;;s;;;;;;;;;d;p
;;;f;;;;;;;;;s;;;;;;;;;p;p
;;;;;;;;;;;;s;;;;;;;w;;d;p
;;;f;;;;;;;;;;w;;;;;;;;p;p
;;;;;;;;;;;;;w;;;;;;w;;d;p
k;;;;;;;;;;;;;w;;;;;;;;d;p
;;;;;;;;;;;;;;w;;;o;;w;;;p
k;;;;;;;;;;;;;;w;;;o;;;;;p
;;;f;;;;;;;b;;;;w;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;;;;p;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
k;;;;;;;;;;;;;;w;;;;;;v;;p
;;;;;;;;;;b;;f;;w;;;;;;;;p
;;;;;;;;;;b;f;;;w;;;;;;;;p
;;;;;;;;;;;;;;w;;;;;w;;d;p
;;;;;;;b;;;;;;;n;;;o;;;;;p
;;g;;;;;;;;;;;;;;;o;;;;p;p
;;;f;;;;;;;;;;;;;;o;;;;p;p
;;e;;;;;;;;;;;;;;;o;e;;;;p
;;;;;;;;;;;;;;;;;o;;;v;p;p
;;;;;;;;;;;;;;n;;;o;;;y;;p
;;;;;;;;;;b;;;;;;;o;;;;p;p
;;;;;;;;;;;;;;n;;;o;;;;d;p
;;;;;;;;;;;;;;;;;o;;w;;d;p
k;;;;;;;;;;;;;;;;;o;;;;d;p
;;;;;;;;;;;;;;n;;;o;;;;p;p
;;;;;;;;;;;;;;;;;o;;w;;p;p
k;;;;;;;;;;;;;;;;;o;;;;p;p
;;e;;;;;;;;;;;;;;;o;;w;;;p
k;;e;;;;;;;;;;;;;;;o;;;;;p
;;;;;;;;;t;;;;;;;;;p;;s;;p
;;;;;;;;;t;;;;;;;;;p;;;g;p
;;y;;;;;b;;;;;;;;;;;;;v;;p
;f;y;;;;;b;;;;;;;;;;;;;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;;y;;;;;b;;;;;;;;;;;;;;d;p
;f;y;;;;;;;;;;;;;;;;;;;g;p
;y;y;;;;;;;;;;;;;;;;;;v;;p
;y;y;;;;;;;;b;;;;;;;;;;;;p
;y;y;;;;;;;;;;;;;;;;;;;d;p
;;y;;;;;;g;;;;;;;;;;;;v;;p
;f;y;;;;;;g;;;;;;;;;;;;;;p
;;y;;;;;;g;;;;;;;;;;;;y;;p
f;;y;;;;;;g;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;;v;p;p
;f;y;;;;;;;;;;;;;;;;;;y;;p
;;y;;;;;;;;b;;;;;;;;;;y;;p
;;y;;;;;;;;;;;;;;;;;;y;d;p
;;y;;;;;;;;b;;;;;;;;;;;p;p
;;w;;;;;b;;;b;;;;;;;;;;;;p
;y;;;;;;b;h;;;;;;;;;;;;;;p
;;;;;;;b;g;;;;;;;;;;;;v;;p
;;;;;;;b;g;;;;;;;;;;;;y;;p
f;;;;;;;b;g;;;;;;;;;;;;;;p
;;;;;;;b;h;;;;;;;;;;;;v;;p
;;;;;;;b;;;;;;;n;;;;;;v;;p
;f;;;;;;b;;;;;;;n;;;;;;;;p
;;;;;;;b;;;b;;f;;;;;;;;;;p
;;;;;;;b;h;;;;;;;;;;;;y;;p
;;;;;;;b;;;b;f;;;;;;;;;;;p
;;;;;;;b;h;;;;;;;;;;;;;d;p
;y;g;;;;;;;;;;;;;;;;;;;g;p
;y;;f;;;;;;;;;;;;;;;;;;g;p
;;g;;;;;;;;;;;;;;;;;;y;g;p
;;;f;;;;;;;;;;;;;;;;;y;g;p
;f;;;;;;;;;;;;;;;;;;;y;g;p
;y;g;f;;;;;;;;;;;;;;;;;;;p
;y;g;;;;;;g;;;;;;;;;;;;;;p
;y;g;;;;;;h;;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;y;;f;;;;;g;;;;;;;;;;;;;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;y;;;;;;;g;;;;;;;;;;;;v;;p
;y;;;;;;;g;;;;;;;;;;;;y;;p
f;y;;;;;;;g;;;;;;;;;;;;;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;g;f;;;;;;;;;;;;;;;;;;d;p
;;g;f;;;;;;;;;;;;;;;;;;p;p
;;g;;;;;;h;;;;;;;;;;;;v;;p
;;g;;;;;;h;;;;;;;;;;;;y;;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;;;f;;;;;p;;b;;;;;;;;;;;;p
;;;f;;;;;p;;;;;;;;;;;;;p;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;f;;f;;;;;;;;;;;;;;;;;;d;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;;;;;;;;;t;b;;f;;;;;;;;;;p
;;;;;;;;;t;b;f;;;;;;;;;;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;p;;b;;;;;;;;;;;p;p
;f;;;;;;;h;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
k;;;;;;;;;;;;;;;;;;;;v;d;p
k;;;;;;;;;;;;;;;;;;;;v;p;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
k;;e;;;;;;;;;;;;;;;;;;v;;p
;f;;;;;;;h;;;;;;;;;;;;y;;p
;f;;;;;;;;;;;;;n;;;;;;y;;p
;;e;;;;;;;;;;;;;;;;;w;;d;p
k;;e;;;;;;;;;;;;;;;;;;;d;p
;;;f;;;;b;;e;;;;;;;w;o;;;;;p
;;;;;;;b;;e;;;;;;;w;o;;;v;;p
;y;;;;;;b;;e;;;;;;;;o;;;v;;p
;;;f;;;;b;p;e;;;;;;;;o;;;;;p
f;;g;f;;;;b;;e;;;;;;;;;;;;;p
f;;g;;;;;b;p;e;;;;;;;;;;;;;p
f;;;f;;;;b;p;e;;;;;;;;;;;;;p
f;s;;;;f;;b;;;;;;;;;;o;p;;;;p
;s;n;;;;;;;;;;;;;;;o;;;;d;p
;s;n;;;;;;;t;;;;;;;;;;;v;;p
;s;n;;;;;;;t;;;;;;;;;;;;d;p
;s;n;;;;;;;;;;;;;;;;;;v;d;p
f;s;;t;;;;;;;;;;;;;;;;;s;;p
;s;;t;;;;b;;t;;;;;;;;;;;;;p
f;s;;t;;;;;;;;;;;;;;;;;;g;p
k;s;;;;f;;;;;;;;;;;;o;;;;;p
;s;;f;;f;;;;;;;;;;;;;;;v;;p
k;s;;;;f;;;;;;;;;;;;;;;v;;p
;s;;;;;c;;;;;s;;;;;;;;;;d;p
;s;;;;;c;;;;;;s;;;;;;;;;d;p
;s;;f;;;c;;;;;;;w;;;;;;;;;p
;s;;;;;c;;;;;;;w;;;;;;;;d;p
;s;;f;;;c;;;;;;;;w;;;;;;;;p
;s;;;;;c;;;;;;;;w;;;;;;;d;p
;s;g;;;;c;;;;;;;;;;;o;;;;;p
;s;;;;;c;;;;b;;;;;;;o;;;;;p
;s;;;;;c;;;;;;;;;;;o;;;;d;p
f;s;;;;;c;;;;;;;;;;;;;;s;;p
f;s;;;;;c;;;;;;;;;;;;;;;g;p
;s;w;;;;c;;;;;;;;;;;;;;v;;p
;s;;;;;c;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;s;;;;;;;;;;d;p
k;s;;;;;;;;;;;;w;;;;o;;;;;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;s;;f;;;;;;;;;;w;;;;;;;;d;p
k;s;;;;;;;;;;;;w;;;;;;;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;s;;f;;;;;;;;;;;w;;;;;;;d;p
k;s;;;;;;;;;;;;;;;w;o;;;;;p
;s;;f;;;;;;;;;;;;;w;;;;v;;p
k;s;;;;;;;;;;;;;;;w;;;;v;;p
;s;g;;;;;;;;;;;;;;;o;p;;;;p
;s;;;;;;b;;;b;;;;;;;o;;;;;p
;s;g;;;;;;;;b;;;;;;;o;;;;;p
;s;;f;;;;;;;;;;;;;;o;;;;d;p
k;s;;;;;;;;;;;;;;;;o;e;;;;p
f;s;;;;;;;;;;;;;;;;;p;;s;;p
;s;;;;;;b;;t;;;;;;;;;p;;;;p
f;s;;;;;;;;;;;;;;;;;p;;;g;p
;s;;;;;;b;;t;;;;;;;;;;;v;;p
;s;;;;;;b;;t;b;;;;;;;;;;;;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
k;s;;f;;;;;;;;;;;;;;;e;;;;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
k;s;;;;;;;;;;;;;;;;;;w;v;;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
;y;n;;;;;n;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;;s;;;;;;;;;;d;p
;;n;f;;;;;;;;;;w;;;;;;;;d;p
;y;n;f;;;;;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;;;d;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
k;;n;f;;;;;;;;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;;;;o;;;;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
;;w;t;;;c;;;;;;;;;;;;;;v;;p
f;;w;t;;;c;;;;;;;;;;;;;;;;p
;;;t;;;;;;e;;;;;;;;o;;;v;;p
f;;;t;;;;;;;;;s;;;;;;;;s;;p
f;;;t;;;;;;;;;s;;;;;;;;;g;p
k;;;;;f;c;;;;;;;;;;;o;;;;;p
k;;;;;f;c;;;;;;;;;;;;;;v;;p
;;;f;;f;;b;;;;;;;;;;;;;v;;p
;y;;;;;c;n;;;;;s;;;;;;;;;;p
;;;;;;c;n;;;;;s;;;;;;;;;d;p
;;;;;;c;;;e;b;;;;;;;o;;;;;p
;f;;;;;c;b;;e;;;;;;;;;;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
;;;f;;;c;;;;;s;;;;;;;;w;;;p
f;;;;;;c;;;;;;s;;;;;;;;s;;p
