cap-shape;cap-surface;cap-color;bruises ;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
;s;;f;;;c;;;;;;;;;;w;o;;;;;p
;s;;;;;c;;;;;;;;;;w;o;;;v;;p
f;s;;;;;c;;;;;;;;;;w;o;;;;;p
;s;;f;;;c;;;;;;;;;;w;;;n;;;p
;s;;;;;c;;;;;;;;;;w;;;n;v;;p
f;s;;;;;c;;;;;;;;;;w;;;n;;;p
;s;;;;;c;;n;;;;;;;;w;;;;v;;p
;s;;;;;c;;w;;;;;;;;;o;;;v;;p
f;s;;;;;c;;w;;;;;;;;;o;;;;;p
;s;;f;;;;;;e;;;;w;;;;o;;;;;p
;s;;;;;;;;e;;;;w;;;;o;;;v;;p
f;s;;;;;;;;e;;;;w;;;;o;;;;;p
;s;;;;;;;;e;;;;w;;;;;;n;v;;p
f;s;;;;;;;;e;;;;w;;;;;;n;;;p
;s;;;;;;;n;e;;;;w;;;;;;;v;;p
;s;;f;;;;;;e;;;;;w;;;o;;;;;p
;s;;;;;;;;e;;;;;w;;;o;;;v;;p
f;s;;;;;;;;e;;;;;w;;;o;;;;;p
;s;;;;;;;;e;;;;;w;;;;;n;v;;p
f;s;;;;;;;;e;;;;;w;;;;;n;;;p
;s;;;;;;;n;e;;;;;w;;;;;;v;;p
;s;;f;;;;;;e;;;;;;;w;o;;;;;p
;s;;;;;;;;e;;;;;;;w;o;;;v;;p
f;s;;;;;;;;e;;;;;;;w;o;;;;;p
;s;;f;;;;;;e;;;;;;;w;;;n;;;p
;s;;;;;;;;e;;;;;;;w;;;n;v;;p
f;s;;;;;;;;e;;;;;;;w;;;n;;;p
;s;;f;;;;;n;e;;;;;;;w;;;;;;p
;s;;;;;;;n;e;;;;;;;w;;;;v;;p
;s;w;f;;;;;;e;;;;;;;;o;;;;;p
f;s;;f;;;;;;;;s;;;;;;;;w;;;p
f;s;;f;;;;;;;;;s;;;;;;;w;;;p
;s;;f;;;;;;;;;;w;;;;o;p;;;;p
;s;;;;;;b;;;;;;w;;;;o;;;v;;p
;s;;f;;;;;;;;;;w;;;;;p;n;;;p
f;s;;f;;;;;;;;;;w;;;;;;w;;;p
;s;;f;;;;;;;;;;;w;;;o;p;;;;p
;s;;;;;;b;;;;;;;w;;;o;;;v;;p
;s;;f;;;;;;;;;;;w;;;;p;n;;;p
;s;;f;;;;;;;;;;;;;w;o;p;;;;p
;s;;;;;;b;;;;;;;;;w;o;;;v;;p
;s;;f;;;;;;;;;;;;;w;;p;n;;;p
;s;;f;;;;;n;;;;;;;;w;;p;;;;p
;s;;;;;;;p;;;;;;;;;o;p;;s;;p
;s;;;;;;b;p;;;;;;;;;o;p;;;;p
;s;;;;;;;p;;;;;;;;;o;p;;;g;p
;s;;f;;;;;p;;;;;;;;;o;p;;;;p
;s;;;;;;b;w;;;;;;;;;o;;;v;;p
f;s;;;;;;b;w;;;;;;;;;o;;;;;p
f;s;;;;;;b;p;;;;;;;;;;p;;;;p
;;n;t;;;;;;e;;;s;;;;;o;;;;;p
;;n;t;;;;;;e;;;s;;;;;;;k;;;p
;;n;t;;;;;;e;;;s;;;;;;;n;;;p
;;n;t;;;;;n;e;;;s;;;;;;;;;;p
;y;n;f;;;c;;;;;s;;;;;;;;;;;p
;y;n;f;;;c;;;;;;;w;;;;;;;;;p
;y;n;f;;;c;;;;;;;;;;;o;;;;;p
;y;n;f;;;c;;;;;;;;;;;;;;v;;p
;y;n;;;;;;;e;;;s;;;;;;;k;;;p
;y;n;;;;;;;e;;;s;;;;;;;n;;;p
f;s;;;;;;b;;;;;;;;;w;o;p;;;;p
f;;;t;;;;;;e;;;s;;;;;o;;;;;p
f;;;t;;;;;;e;;;s;;;;;;;k;;;p
f;;;t;;;;;;e;;;s;;;;;;;n;;;p
f;;;t;;;;;n;e;;;s;;;;;;;;;;p
;y;;;;;;;;e;;;s;;w;;;o;;;v;;p
f;y;;;;;;;;e;;;s;;w;;;o;;;;;p
;;;;;;;;w;e;;;s;;w;;;o;;;v;;p
f;;;;;;;;w;e;;;s;;w;;;o;;;;;p
f;y;;;;;;;;e;;;s;;;;;o;p;;;;p
f;;;;;;;;w;e;;;s;;;;;o;p;;;;p
b;;;;n;f;c;;;;;s;;;;;;;;;;;p
k;;;f;;f;c;;;;;s;;;;;;;;;;;p
b;;;;n;f;c;;;;;;s;;;;;;;;;;p
k;;;f;;f;c;;;;;;s;;;;;;;;;;p
;;;f;;f;c;b;;;;;;;;;;o;;;;;p
;;;f;;f;;b;;e;;;;;;;;o;;;;;p
;;;;;f;;b;;e;;;;;;;;o;;;v;;p
;y;;;;;c;;;e;;;s;;;;;o;;;v;;p
f;y;;;;;c;;;e;;;s;;;;;o;;;;;p
;;;;;;c;;w;e;;;s;;;;;o;;;v;;p
f;;;;;;c;;w;e;;;s;;;;;o;;;;;p
;;g;;;;c;b;p;e;;;;;;;;;;;;;p
b;;;;n;;c;;;;;s;;;;;w;;;;;;p
k;;;f;;;c;;;;;s;;;;;w;;;;;;p
k;y;;f;;;c;;;;;s;;;;;;;;;;;p
b;;;;n;;c;;;;;;s;;;;w;;;;;;p
k;;;f;;;c;;;;;;s;;;;w;;;;;;p
;;;f;;;c;b;;;;;;;;;w;o;;;;;p
k;s;n;f;;f;;;;;;s;;;;;;;;;;;p
k;s;n;f;;f;;;;;;;s;;;;;;;;;;p
;;;;p;;;;;;;;;;;;;;;;;;p
;;;;f;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;b;;;;;;;;p
;;;;;;;;;;;;;;;;;;l;;;;p
;;;;;;;;;;;;;b;;;;;;;;;p
;;;;c;;;;;;;;;;;;;;;;;;p
;;;;y;;;;;;;;;;;;;;;;;;p
;;;;;;;;b;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;;r;;;p
;;;;s;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;y;;;;;;;;p
;;;;;;;;r;;;;;;;;;;;;;;p
;;;;m;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;c;;;;;;;;;p
;;;;;;;;;;;;;;c;;;;;;;;p
;;;;;;;;;;;;;;;;;n;;;;;p
;;;;;;;;;;;;;;;;;;n;;;;p
;s;;;;;;;;;;;;;;;;;;;;u;p
;s;;;;;;;;;;;;;p;;;;;;;;p
;s;;;;;;;;;;;;p;;;;;;;;;p
;s;;;;;;;u;;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;;h;;;p
;;n;;;;;;;;;k;;;;;;;;;;;p
;;n;;;;;;;;;;k;;;;;;;;;;p
;;;t;;;;;;;e;;;;;;;;;;;;p
;;;t;;;;;;;;;;;;;;;;;;u;p
;;;t;;;;;;;;;f;;;;;;;;;;p
;;;t;;;;;;;;f;;;;;;;;;;;p
;;;t;;;;;h;;;;;;;;;;;;;;p
;;;t;;;;;;;;;;;;;;;;h;;;p
;;;;;;c;;;;;f;;;;;;;;;;;p
;;;;;;c;;;;;k;;;;;;;;;;;p
;;;;;;c;;;;;;k;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;s;;p
;;;;;;;n;;;;;;;;;;;;;;g;p
;;;;;;;n;;;;;y;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;;p;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;p;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;;;e;;;;;p;;;;;;;;p
;;;;;;;;;e;;;;p;;;;;;;;;p
;y;;;;;;;;;e;;;;;;;;;;;;p
;;;;;;;;w;;e;;;;;;;;;;;;p
;;;;;;;;;;;;s;;;;;;;h;;;p
;;;;;;;;;;;;;;w;;;;;;;l;p
;;;;;;;;;;;k;;;;;;o;;;;;p
;;;;;;;;;;;;k;;;;;o;;;;;p
;;;;;;;;;;;;;n;;;;o;;;;;p
;;p;;;;;;;;;;;;;;;o;;;;;p
;;b;;;;;;;;;;;;;;;o;;;;;p
;;;;;;;;;;;;f;;;;;;p;;;;p
;;;;;;;;;;;f;;;;;;;p;;;;p
;;;;;;;;h;;;;;;;;;;p;;;;p
;;;;;;;;;;;;;;;;;;p;h;;;p
;;b;;;;;;;;;;;;;;;;p;;;;p
;;p;;;;;;;;;;;;;;;;;k;;;p
;;;;;;;;;;;;;;;;;;;;s;u;p
;;;;;;;;;;b;;;;;;;;;;s;;p
;;;;;;;;;;;;;;;;;;;;s;d;p
;;;;;;;;u;;;;;;;;;;;;s;;p
;;;;;;;;;;;;;;;;;;;h;s;;p
;;p;;;;;;;;;;;;;;;;;;s;;p
;;b;;;;;;;;;;;;;;;;;;s;;p
;;;;;;;b;;;;;;;;;;;;;;u;p
;;w;;;;;;;;;;;;;;;;;;;u;p
;y;;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;;;t;;;;;;;;;;;;u;p
;;;;;;;;w;;;;;;;;;;;;;u;p
;;;;;;;;;;;;f;;;;;;;;;u;p
;;;;;;;;;;b;;;;;;;;;;;u;p
;;;;;;;;;;;f;;;;;;;;;;u;p
;;;;;;;;h;;;;;;;;;;;;;u;p
;;;;;;;;;;;;;;;;;;;h;;u;p
;;b;;;;;;;;;;;;;;;;;;;u;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;y;;n;;;;;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;e;;;;p
;;y;;;;;;h;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;p;;;;;;;;p
;;y;;;;;;;;;;;p;;;;;;;;;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;y;;;;;;;;;;;n;;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;y;;;;;;;;;;;;n;;;;;;;;p
;;y;;;;;;;;;;;;;;;;;w;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;f;;;;;;;c;;;;;;;;;;;;p
;;;;;;;;;;c;;;;;;;;;;;d;p
;;;;;;;;;;c;;y;;;;;;;;;;p
;;;;;;;;;;c;k;;;;;;;;;;;p
;;;;;;;;;;c;;;;;;;;;w;;;p
;;;;;;;;;;c;;;;;;;;;;c;;p
;;;;;;;;y;;c;;;;;;;;;;;;p
;;p;;;;;;;;;;;;;;;;;n;;;p
;;;;;;;;;;;;;;;;;;;;v;g;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;;;;;;;;;;;;;p;;;;;;;g;p
;;;;;;;;;;;;;p;;;;;;;;g;p
;;;;;;;;;;;;;n;;;;;;;;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;;;;;;;;;;;;;;n;;;;;;;g;p
;;b;;;;;;;;;;;;;;;;;;;g;p
;;;;n;;;;;;;;;;;;;;;;;m;p
;;;;;;;;;;;;;;;;;;;;v;m;p
;;;;;;;;;;b;;;;;;;;;;;m;p
;;;;;;;;;;;;;;;;;t;;;;m;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;y;;;;;;;y;;;;;;;;;;;;;;p
;;g;;;;;;;;;;;n;;;;;;;;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;g;;;;;;;;;;;;n;;;;;;;;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;p;f;;;;;;;;;;;;;;;;;;;p
;;;;;;w;;u;;;;;;;;;;;;;;p
;;p;;;;w;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;h;;;p
;;b;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;;;;;;;;;;;;y;;;;;;e;;;;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;g;;;;;;;;;;;;;d;p
;;;;;;;;g;;;;;;;;;;;;;p;p
;;;;;;;;g;;;;;;p;;;;;;;;p
;;;;;;;;g;;;;;p;;;;;;;;;p
;;;;;;;;g;;;;;n;;;;;;;;;p
;;;;;;;;g;;;;;;;;;;;h;;;p
;;p;;;;;;g;;;;;;;;;;;;;;p
;;;;;;;;g;;;;;;n;;;;;;;;p
;;;;;;;;p;;;;;n;;;;;;;;;p
;;;;;;;;p;;;;;;n;;;;;;;;p
;;b;;;;;;p;;;;;;;;;;;;;;p
;;;;;;;;;;;;y;;;;;;;;v;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;;;;;;;;;;;;;n;;;;;;;v;;p
;;b;;;;;;;;;;;;;;;;;;v;;p
;f;;;;;;;;;;;;;;;;;;;;p;p
;f;;;;;;;;;;;;n;;;;;;;;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;f;p;;;;;;;;;;;;;;;;;;;;p
;;b;;;;;;;;;;f;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;b;;;;;;;;b;;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;p;;;;;;;;;;;;;;;;;;;d;p
;;;;;;;;;;;;;;;;;;;;c;d;p
;;;;;;;;;;;k;y;;;;;;;;;;p
;;;;;;;;;;;;y;;;;;;;;c;;p
;;;;;;;;y;;;;y;;;;;;;;;;p
;;;;;;;;h;;;;;;;;;;;;;p;p
;;;;;;;;;;;;;;p;;;;;;;p;p
;;;;;;;;;;;;;p;;;;;;;;p;p
;;e;;;;;;;;;;;;;;;;;;;p;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;;;;;;;;;;;;;;;;;;h;;p;p
;;;;;;;;;;;f;;;;;;;;h;;;p
;;b;;;;;;;;;f;;;;;;;;;;;p
;;;;;;;;h;;;;;;p;;;;;;;;p
;;;;;;;;h;;;;;p;;;;;;;;;p
;;;;;;;;h;;;k;;;;;;;;;;;p
;;;;;;;;h;;;;k;;;;;;;;;;p
;;;;;;;;h;;;;;n;;;;;;;;;p
;;;;;;;;h;;;;;;n;;;;;;;;p
;;b;;;;;;h;;;;;;;;;;;;;;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;;n;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;h;;;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;;;;p;;;;;;;l;p
k;;;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;h;;;p
;;;;;;;;;;;;;p;n;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;;;;;;;;;;;;p;;;;;;;;l;p
k;;;;;;;;;;;;;p;;;;;;;;;p
;;e;;;;;;;;;k;;;;;;;;;;;p
;;e;;;;;;;;;;k;;;;;;;;;;p
;;e;;;;;;;;;;;;;;;;;;;l;p
;;;;;;;;;;;k;;n;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;;;;;;;;;;k;;;n;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;c;;p
;;;;;;;;;;;k;;;;;;;;;;l;p
;;;;;;;;;;;;k;n;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;;;;;;;;;;;;k;;n;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;l;p
;;;;;;;;;;;;;n;;;;;;h;;;p
;;;;;;;;;;;;;;n;;;;;h;;;p
;;b;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;y;;;;;;;;;;;w;;;p
k;s;n;f;;;;;;;;s;;;;;w;;;;;;p
;s;n;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;;;e;;;;;;;;;;;;p
;s;;;;;c;;;t;;;;;;;;;;;;;p
;s;;;;;c;;p;;;;;;;;;;;;;;p
;s;;;;;c;;;;;;f;;;;;;;;;;p
;s;;;;;c;;h;;;;;;;;;;;;;;p
;s;;;;;;n;k;;;;;;;;;;;;;;p
;s;;;;;;n;;e;;;;;;;;;;;;;p
;s;;;;;;n;;;e;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;k;;;p
;s;g;;;;;n;;;;;;;;;;;;;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;n;g;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
k;s;;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;;;e;e;;;;;;;;;;;;p
;s;;;;;;;;;e;;;;;;;;p;;;;p
;s;;;;;;;;;e;;;;;;;;;;v;;p
;s;;;;;;;;;;;;w;;;;;;;;l;p
;s;;;;;;;;;;;;;;;w;;;;;l;p
;s;;;;;;;;;;;;;;;;o;;;;p;p
;s;e;;;;;;;;;;;;;;;o;;;;;p
;s;;;;;;;;;;;;;;;;o;;w;;;p
;s;;;;;;;;;;;;;;;;;;k;v;;p
;s;;;;;;;;;b;;;;;;;;;k;;;p
;s;;;;;;;;;;;;;;;;;;k;;d;p
;s;g;;;;;;;;;;;;;;;;;;;d;p
;s;e;;;;;;;t;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;s;;;;;;;;;;;;;;;;;e;;;l;p
;s;;;;;;;g;;;;;;;;;;;;v;;p
;s;;;;;;;;;;;f;;;;;;;;v;;p
;s;;;;;;;;;;f;;;;;;;;;v;;p
;s;;;;;;;h;;;;;;;;;;;;v;;p
;s;e;;;;;;;;;;;;;;;;;;v;;p
;s;;;;;;;w;;;;f;;;;;;;;;;p
;s;;;;;;;w;;;f;;;;;;;;;;;p
;s;;;;;;;;;b;;f;;;;;;;;;;p
;s;;;;;;;;;b;f;;;;;;;;;;;p
;s;e;;;;;;;;;;;;;;;;;;;d;p
;;n;t;;;;n;;;;;;;;;;;;;;;p
;;n;t;;;;;k;;;;;;;;;;;;;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;n;;;;;n;;;;;;;;;;;;;;d;p
;;;t;;;c;n;;;;;;;;;;;;;;;p
;;;t;;;;n;k;;;;;;;;;;;;;;p
;;;t;;;;n;;e;;;;;;;;;;;;;p
;;;t;;;;n;;;;;;;;;;;;k;;;p
;y;;t;;;;n;;;;;;;;;;;;;;;p
;;;t;;;;;k;;;;;;;;;;;;v;;p
f;;;t;;;;;k;;;;;;;;;;;;;;p
;;g;t;;;;;;;;;;;;;;;;;s;;p
;;;t;;;;;;t;;;;;;;;;;;s;;p
;;g;t;;;;;;;;;;;;;;;;;;g;p
;;;t;n;;;;;;;;;;;;;;;;;g;p
;;;t;;;;;;t;;;;;;;;;;;;g;p
;;;t;;;;;;;;;;;;;;t;;;;g;p
b;;;t;n;;;;;;;;;;;;;;;;;;p
b;;;t;;;;;;;;;;;;;;;;;v;;p
b;;;t;;;;;;;b;;;;;;;;;;;;p
b;;;t;;;;;;;;;;;;;;t;;;;;p
;;w;t;n;;;;;;;;;;;;;;;;;;p
;;w;t;;;;;;;;;;;;;;t;;;;;p
;;;t;n;;;;g;;;;;;;;;;;;;;p
;;;t;;;;;g;;;;;;;;;;;;v;;p
;;;t;;;;;g;;;;;;;;;t;;;;;p
;;;;;f;c;;;;;;;;;;;;;;;l;p
b;;;;;f;;;;;;;;;;;;;;;v;;p
;;;f;;f;;;;;;;;;;;;;;;c;;p
;;;;;;c;n;;t;;;;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;n;;;b;;;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;e;;;;;;;;;;s;;p
;;;;;;c;;;;e;;;;;;;;;;;g;p
;;w;;;;c;;;;e;;;;;;;;;;;;p
;;;;;;c;;h;;;;s;;;;;;;;;;p
;;;;;;c;;;;;;;w;;;;;;;;l;p
;;;;;;c;;;;;;;;;;w;;;;;l;p
;;;;;;c;;;;;;;;;;;o;e;;;;p
;;;;;;c;;;;;;;;n;;;o;;;;;p
;;;;;;c;;;;;;;;;;;o;;w;;;p
;;g;;;;c;;;;;;;;;;;;;;s;;p
;;;f;;;c;;;;;;;;;;;;;;s;;p
;;;;;;c;;;t;;;;;;;;;;;s;;p
;f;;;;;c;;;;;;;;;;;;;;s;;p
;;;;;;c;;;;;;f;;;;;;;;s;;p
;;;;;;c;;h;;;;;;;;;;;;s;;p
;;y;;;;c;;;;;;;;;;;;;;v;;p
;f;y;;;;c;;;;;;;;;;;;;;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;y;;;;c;;;;;;;;;;;;;;;d;p
;;;;;;c;b;;;;;f;;;;;;;;;;p
;;;;;;c;b;h;;;;;;;;;;;;;;p
;;g;;;;c;;;;;;;;;;;;;;;g;p
;;;f;;;c;;;;;;;;;;;;;;;g;p
;;;;n;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;t;;;;;;;;;;;;g;p
;f;;;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;;;;f;;;;;;;;;g;p
;;;;;;c;;h;;;;;;;;;;;;;g;p
;;;;;;c;;;;;;;;;;;t;;;;g;p
;;w;;;;c;;;t;;;;;;;;;;;;;p
;;w;;;;c;;;;b;;;;;;;;;;;;p
;;w;;;;c;;;;;;;;;;;t;;;;;p
;y;;;;;c;;;;;;;;;;;;;;;l;p
;;g;;;;c;;;;;;f;;;;;;;;;;p
;;g;;;;c;;h;;;;;;;;;;;;;;p
;;;f;;;c;;;t;;;;;;;;;;;;;p
;;;f;;;c;;;;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;;;;;;;e;;;;p
;;;;;;c;;;t;;;f;;;;;;;;;;p
;;;;;;c;;h;t;;;;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;;;;;;c;;g;;;;;;;;;t;;;;;p
